query,true_song,noise_level,predicted,ncd_value,compressor,correct,processing_time,top_5_matches
Eminem - Houdini [Official Music Video]_segment_03,Eminem - Houdini [Official Music Video],0.0,Eminem - Houdini [Official Music Video].freqs,0.9872076252586693,zstd,True,0.037659406661987305,"['Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Eminem - Houdini [Official Music Video]_segment_03,Eminem - Houdini [Official Music Video],0.02,Eminem - Houdini [Official Music Video].freqs,0.9871449175393491,zstd,True,0.1484205722808838,"['Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Eminem - Houdini [Official Music Video]_segment_03,Eminem - Houdini [Official Music Video],0.05,Eminem - Houdini [Official Music Video].freqs,0.9885558412240547,zstd,True,0.17496800422668457,"['Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Eminem - Houdini [Official Music Video]_segment_03,Eminem - Houdini [Official Music Video],0.1,Eminem - Houdini [Official Music Video].freqs,0.9915658117514266,zstd,True,0.18616223335266113,"['Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.0,Rainbow - I Surrender.freqs,0.9936851601262968,gzip,True,0.12772297859191895,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.02,Rainbow - I Surrender.freqs,0.9940610434521124,gzip,True,0.2853395938873291,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.05,Rainbow - I Surrender.freqs,0.9938731017892046,gzip,True,0.29718542098999023,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.1,Rainbow - I Surrender.freqs,0.9949255751014885,gzip,True,0.33864355087280273,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.0,Rainbow - I Surrender.freqs,0.985861701736991,bzip2,True,0.22078418731689453,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.02,Rainbow - I Surrender.freqs,0.9849803532738423,bzip2,True,0.378206729888916,"['Rainbow - I Surrender.freqs', 'Ultravox - All Stood Still.freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.05,Rainbow - I Surrender.freqs,0.984172450515956,bzip2,True,0.4471571445465088,"['Rainbow - I Surrender.freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'Ultravox - All Stood Still.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.1,Rainbow - I Surrender.freqs,0.9854210275054166,bzip2,True,0.42957210540771484,"['Rainbow - I Surrender.freqs', 'Young Thug - Money On Money (feat. Future) [Official Video].freqs', 'Eminem - Houdini [Official Music Video].freqs', 'Ultravox - All Stood Still.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.0,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9710867397806581,lzma,False,0.575568675994873,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Rainbow - I Surrender.freqs', 'Mozart Requiem Sanctus.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.02,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9710867397806581,lzma,False,0.7197322845458984,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Rainbow - I Surrender.freqs', 'Mozart Requiem Sanctus.freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Travis Scott - FE!N ft. Playboi Carti.freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.05,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9730807577268196,lzma,False,0.7342896461486816,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Rainbow - I Surrender.freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.1,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9700897308075773,lzma,False,0.7293200492858887,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Rainbow - I Surrender.freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.0,Rainbow - I Surrender.freqs,0.9892435320584927,zstd,True,0.04202985763549805,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.02,Rainbow - I Surrender.freqs,0.9893489876265467,zstd,True,0.20005226135253906,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.05,Rainbow - I Surrender.freqs,0.9901574803149606,zstd,True,0.1582024097442627,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Rainbow - I Surrender_segment_02,Rainbow - I Surrender,0.1,Rainbow - I Surrender.freqs,0.9903332395950506,zstd,True,0.18565034866333008,"['Rainbow - I Surrender.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.0,BigXthaPlug - Change Me (Official Music Video).freqs,0.9726327757024525,gzip,True,0.1317920684814453,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.02,BigXthaPlug - Change Me (Official Music Video).freqs,0.9728764008445672,gzip,True,0.29024696350097656,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.05,BigXthaPlug - Change Me (Official Music Video).freqs,0.9741757349358454,gzip,True,0.3384883403778076,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.1,BigXthaPlug - Change Me (Official Music Video).freqs,0.9785609874939094,gzip,True,0.34010791778564453,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.0,BigXthaPlug - Change Me (Official Music Video).freqs,0.9685529634300126,bzip2,True,0.2185041904449463,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.02,BigXthaPlug - Change Me (Official Music Video).freqs,0.9682377049180327,bzip2,True,0.43068933486938477,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.05,BigXthaPlug - Change Me (Official Music Video).freqs,0.9715479192938209,bzip2,True,0.4201481342315674,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.1,BigXthaPlug - Change Me (Official Music Video).freqs,0.9742276166456494,bzip2,True,0.3655686378479004,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Eminem - Houdini [Official Music Video].freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.0,BigXthaPlug - Change Me (Official Music Video).freqs,0.9430830039525692,lzma,True,0.5739610195159912,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.02,BigXthaPlug - Change Me (Official Music Video).freqs,0.9434782608695652,lzma,True,0.7649641036987305,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.05,BigXthaPlug - Change Me (Official Music Video).freqs,0.9442687747035573,lzma,True,0.7334728240966797,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.1,BigXthaPlug - Change Me (Official Music Video).freqs,0.9494071146245059,lzma,True,0.7435882091522217,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Mozart Requiem Sanctus.freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.0,BigXthaPlug - Change Me (Official Music Video).freqs,0.9648936975107816,zstd,True,0.03885245323181152,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.02,BigXthaPlug - Change Me (Official Music Video).freqs,0.9653476583188318,zstd,True,0.1739952564239502,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.05,BigXthaPlug - Change Me (Official Music Video).freqs,0.9674661420897329,zstd,True,0.17855429649353027,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
BigXthaPlug - Change Me (Official Music Video)_segment_02,BigXthaPlug - Change Me (Official Music Video),0.1,BigXthaPlug - Change Me (Official Music Video).freqs,0.9789664825603389,zstd,True,0.18911409378051758,"['BigXthaPlug - Change Me (Official Music Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.0,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9996845154444031,gzip,True,0.13553142547607422,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9996558350302578,gzip,True,0.3253612518310547,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.05,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9995697937878223,gzip,True,0.34488511085510254,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.1,BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs,1.0,gzip,False,0.3385133743286133,"['BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs', 'Rainbow - I Surrender.freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.0,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9919588643947268,bzip2,True,0.21449589729309082,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9912477435588862,bzip2,True,0.6120376586914062,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.05,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9919315135933483,bzip2,True,0.4587061405181885,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.1,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9914118483671571,bzip2,True,0.40491390228271484,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.0,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9601196410767697,lzma,False,0.5359821319580078,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'Mozart Requiem Sanctus.freqs', 'Lil Tecca - OWA OWA (Official Video).freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.02,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9581256231306082,lzma,False,0.74764084815979,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'BigXthaPlug - Change Me (Official Music Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.05,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9601196410767697,lzma,False,0.9424259662628174,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.1,Playboi Carti - EVIL J0RDAN (Official Music Video).freqs,0.9601196410767697,lzma,False,0.8039412498474121,"['Playboi Carti - EVIL J0RDAN (Official Music Video).freqs', 'Lil Tecca - OWA OWA (Official Video).freqs', 'XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'Lil Tecca - Dark Thoughts (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.0,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9906517235884634,zstd,True,0.0474395751953125,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.990917299622882,zstd,True,0.28150105476379395,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.05,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9913687788813937,zstd,True,0.18948793411254883,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video)_segment_02,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video),0.1,XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs,0.9911032028469751,zstd,True,0.20310020446777344,"['XXXTENTACION & Juice WRLD - whoa (mind in awe) (Remix) (Official Video).freqs', 'BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs']"
Vangelis - Spiral (Audio)_segment_01,Vangelis - Spiral (Audio),0.0,BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs,1.0,gzip,False,0.12703561782836914,"['BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs', 'Rainbow - I Surrender.freqs']"
Vangelis - Spiral (Audio)_segment_01,Vangelis - Spiral (Audio),0.02,BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs,1.0,gzip,False,0.3093247413635254,"['BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs', 'Rainbow - I Surrender.freqs']"
Vangelis - Spiral (Audio)_segment_01,Vangelis - Spiral (Audio),0.05,BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs,1.0,gzip,False,0.3072805404663086,"['BigXthaPlug - All The Way feat. Bailey Zimmerman (Official Music Video).freqs', 'Quavo, Lil Baby - Legends.freqs', 'Metallica： The Memory Remains (Official Music Video).freqs', 'Carlos Paredes - Canção Verdes Anos [Official Audio].freqs', 'Rainbow - I Surrender.freqs']"
